"","source_id","source_url","source_title","eissn","issn_print","is_diamond","jjps_status","country"
"501",1191,"https://www.ajol.info/index.php/sfjfs","Southern Forests: a Journal of Forest Science","2070-2639","2070-2620",0,"1 Star","South Africa"
"502",1209,"https://www.ajol.info/index.php/zjer","Zimbabwe Journal of Educational Research","1013-3445",NA,0,"1 Star","Zimbabwe"
"503",1218,"https://www.ajol.info/index.php/ajpherd","African Journal for Physical Activity and Health Sciences",NA,"2411-6939",0,"2 Stars","South Africa"
"504",1219,"https://www.ajol.info/index.php/ajar","African Journal of AIDS Research","1608-5906","1727-9445",0,"2 Stars","South Africa"
"505",1229,"https://www.ajol.info/index.php/ajtmbr","African Journal of Tropical Medicine and Biomedical Research",NA,"2141-6397",0,"2 Stars","Nigeria"
"506",1230,"https://www.ajol.info/index.php/az","African Zoology","2224-073X","1562-7020",0,"2 Stars","South Africa"
"507",1246,"https://www.ajol.info/index.php/dai","Discovery and Innovation","1015-079X",NA,0,"2 Stars","Kenya"
"508",1259,"https://www.ajol.info/index.php/ft","Filosofia Theoretica: Journal of African Philosophy, Culture and Religions","2408-5987","2276-8386",0,"2 Stars","Nigeria"
"509",1261,"https://www.ajol.info/index.php/gdj","Ghana Dental Journal","2408-7823","0855-5311",0,"2 Stars","Ghana"
"510",1308,"https://www.ajol.info/index.php/njgh","Nigerian Journal of Gastroenterology and Hepatology","1596-2253","2251-0079",0,"2 Stars","Nigeria"
"511",1339,"https://www.ajol.info/index.php/tvj","Tanzania Veterinary Journal","2714-206X","0856-1451",0,"2 Stars","Tanzania"
"512",1351,"https://www.ajol.info/index.php/ae","African Environment","0850-8518",NA,0,"Inactive Title","Senegal"
"513",1352,"https://www.ajol.info/index.php/ajpssi","African Journal for the Psychological Study of Social Issues",NA,NA,0,"Inactive Title","Nigeria"
"514",1354,"https://www.ajol.info/index.php/ajcpsf","African Journal of Cross-Cultural Psychology and Sport Facilitation","1119-7056",NA,0,"Inactive Title","South Africa"
"515",1355,"https://www.ajol.info/index.php/ajep","African Journal of Economic Policy","1116-4875",NA,0,"Inactive Title","Nigeria"
"516",1357,"https://www.ajol.info/index.php/ajfm","African Journal of Finance and Management","0856-6372",NA,0,"Inactive Title","Tanzania"
"517",1358,"https://www.ajol.info/index.php/fns","African Journal of Food and Nutritional Security","1608-1366",NA,0,"Inactive Title","Kenya"
"518",1359,"https://www.ajol.info/index.php/ajgd","African Journal of Governance and Development",NA,"2218-5615",0,"Inactive Title","Mozambique"
"519",1361,"https://www.ajol.info/index.php/ajiad","African Journal of International Affairs and Development",NA,NA,0,"Inactive Title","Nigeria"
"520",1362,"https://www.ajol.info/index.php/ajohs","African Journal of Oral Health Sciences","1608-7232",NA,0,"Inactive Title","Kenya"
"521",1363,"https://www.ajol.info/index.php/ajps-n","African Journal of Paediatric Surgery","0189-6725",NA,0,"Inactive Title","Nigeria"
"522",1366,"https://www.ajol.info/index.php/astumo","African Studies Monographs","1119-7196",NA,0,"Inactive Title","Nigeria"
"523",1367,"https://www.ajol.info/index.php/apra","Animal Production Research Advances","0794-4721",NA,0,"Inactive Title","Nigeria"
"524",1368,"https://www.ajol.info/index.php/aq","Annales Aequatoria","0254-4296",NA,0,"Inactive Title","Congo, Republic"
"525",1370,"https://www.ajol.info/index.php/ahds","Annals of Humanities and Development Studies",NA,"2141-4343",0,"Inactive Title","Nigeria"
"526",1371,"https://www.ajol.info/index.php/ame","Annals of Modern Education",NA,"2141-1263",0,"Inactive Title","Nigeria"
"527",1373,"https://www.ajol.info/index.php/aim","Archives of Ibadan Medicine","1467-6958",NA,0,"Inactive Title","Nigeria"
"528",1377,"https://www.ajol.info/index.php/bjt","Botswana Journal of Technology","1019-1593",NA,0,"Inactive Title","Botswana"
"529",1378,"https://www.ajol.info/index.php/bja","Bowen Journal of Agriculture","1597-2836",NA,0,"Inactive Title","Nigeria"
"530",1379,"https://www.ajol.info/index.php/cjas","Cameroon Journal of Agricultural Science","1813-3320",NA,0,"Inactive Title","Cameroon"
"531",1383,"https://www.ajol.info/index.php/coun","Counsellor (The)",NA,"0189-0263",0,"Inactive Title","Nigeria"
"532",1384,"https://www.ajol.info/index.php/ca","Critical Arts","0256-004",NA,0,"Inactive Title","South Africa"
"533",1385,"https://www.ajol.info/index.php/cw","Current Writing: Text and Reception in Southern Africa","2159-9130","1013-929X",0,"Inactive Title","South Africa"
"534",1387,"https://www.ajol.info/index.php/dad","Democracy & Development: Journal of West African Affairs","1465-0142",NA,0,"Inactive Title","Nigeria"
"535",1388,"https://www.ajol.info/index.php/eaafj","East African Agricultural and Forestry Journal","0012-8325",NA,0,"Inactive Title","Kenya"
"536",1389,"https://www.ajol.info/index.php/eajphr","East African Journal of Peace and Human Rights","1021-8858",NA,0,"Inactive Title","Uganda"
"537",1390,"https://www.ajol.info/index.php/eajph","East African Journal of Public Health","0856-8960",NA,0,"Inactive Title","Tanzania"
"538",1391,"https://www.ajol.info/index.php/eajosta","East African Journal of Statistics","1811-7503",NA,0,"Inactive Title","Kenya"
"539",1392,"https://www.ajol.info/index.php/eajrd","Eastern Africa Journal of Rural Development","0377-7103",NA,0,"Inactive Title","Uganda"
"540",1393,"https://www.ajol.info/index.php/ebomed","Ebonyi Medical Journal","1597-1260",NA,0,"Inactive Title","Nigeria"
"541",1396,"https://www.ajol.info/index.php/ejbs2","Egyptian Journal of Biomedical Sciences","1110-6379",NA,0,"Inactive Title","Egypt, Arab Rep."
"542",1397,"https://www.ajol.info/index.php/ejbiot","Egyptian Journal of Biotechnology","1110-6093",NA,0,"Inactive Title","Egypt, Arab Rep."
"543",1398,"https://www.ajol.info/index.php/ejmls","Egyptian Journal of Medical Laboratory Sciences","1110-5593",NA,0,"Inactive Title","Egypt, Arab Rep."
"544",1401,"https://www.ajol.info/index.php/ejdr","Ethiopian Journal of Development Research","0378-0813",NA,0,"Inactive Title","Ethiopia"
"545",1403,"https://www.ajol.info/index.php/gjf","Ghana Journal of Forestry","0855-1707",NA,0,"Inactive Title","Ghana"
"546",1404,"https://www.ajol.info/index.php/gaep","Global Approaches to Extension Practice: A Journal of Agricultural Extension","0794-1005",NA,0,"Inactive Title","Nigeria"
"547",1410,"https://www.ajol.info/index.php/hrj","Humanities Review Journal","1596-0749",NA,0,"Inactive Title","Nigeria"
"548",1411,"https://www.ajol.info/index.php/imj","IMTU Medical Journal",NA,"1821-7613",0,"Inactive Title","Tanzania"
"549",1413,"https://www.ajol.info/index.php/innovation","Innovation","1025-8892",NA,0,"Inactive Title","South Africa"
"550",1414,"https://www.ajol.info/index.php/ijard","International Journal of Agriculture and Rural Development","1595-9716",NA,0,"Inactive Title","Nigeria"
"551",1417,"https://www.ajol.info/index.php/qijdps","International Journal of Development and Policy Studies","0795-0632",NA,0,"Inactive Title","Nigeria"
"552",1418,"https://www.ajol.info/index.php/ijepse","International Journal of Emotional Psychology and Sport Ethics","1119-7048",NA,0,"Inactive Title","South Africa"
"553",1421,"https://www.ajol.info/index.php/ijmtd","International Journal of Malaria and Tropical Diseases (IJMTD)","1596-3381",NA,0,"Inactive Title","Nigeria"
"554",1423,"https://www.ajol.info/index.php/jcm","International Journal of Medicine and Health Development","1118-2601",NA,0,"Inactive Title","Nigeria"
"555",1424,"https://www.ajol.info/index.php/ijonas","International Journal of Natural and Applied Sciences","0794-4713",NA,0,"Inactive Title","Nigeria"
"556",1425,"https://www.ajol.info/index.php/ijotafs","International Journal of Tropical Agriculture and Food Systems","1597-913X",NA,0,"Inactive Title","Nigeria"
"557",1426,"https://www.ajol.info/index.php/jassa","JASSA: Journal of Applied Science in Southern Africa","1019-7788",NA,0,"Inactive Title","Zimbabwe"
"558",1427,"https://www.ajol.info/index.php/jspi","Journal des Sciences Pour l'Ingénieur","0851-4453",NA,0,"Inactive Title","Senegal"
"559",1428,"https://www.ajol.info/index.php/jis","Journal for Islamic Studies","0257-7062",NA,0,"Inactive Title","South Africa"
"560",1431,"https://www.ajol.info/index.php/joafss","Journal of Agriculture, Forestry and the Social Sciences","1597-0906",NA,0,"Inactive Title","Nigeria"
"561",1432,"https://www.ajol.info/index.php/jacar","Journal of Applied Chemistry and Agricultural Research","1117-2894",NA,0,"Inactive Title","Nigeria"
"562",1433,"https://www.ajol.info/index.php/jbi","Journal of Biomedical Investigation","1597-0043",NA,0,"Inactive Title","Nigeria"
"563",1434,"https://www.ajol.info/index.php/jbld","Journal of Building and Land Development","0856-0501",NA,0,"Inactive Title","Tanzania"
"564",1436,"https://www.ajol.info/index.php/jbr","Journal of Business Research","0148-2963",NA,0,"Inactive Title","Ghana"
"565",1437,"https://www.ajol.info/index.php/jcerp","Journal of Civil Engineering Research and Practice","1729-5769",NA,0,"Inactive Title","Kenya"
"566",1438,"https://www.ajol.info/index.php/jce","Journal of Civil Engineering, JKUAT","1562-6121",NA,0,"Inactive Title","Kenya"
"567",1439,"https://www.ajol.info/index.php/jcs","Journal of Cultural Studies","1595-0956",NA,0,"Inactive Title","Nigeria"
"568",1440,"https://www.ajol.info/index.php/jext","Journal of Environmental Extension","1595-5125",NA,0,"Inactive Title","Nigeria"
"569",1441,"https://www.ajol.info/index.php/jemp","Journal of Ethiopian Medical Practice","1560-1560",NA,0,"Inactive Title","Ethiopia"
"570",1444,"https://www.ajol.info/index.php/jhvs","Journal of Health and Visual Sciences",NA,NA,0,"Inactive Title","Nigeria"
"571",1446,"https://www.ajol.info/index.php/jlisa","Journal of Librarianship and Information Science in Africa","1595-8922",NA,0,"Inactive Title","Nigeria"
"572",1447,"https://www.ajol.info/index.php/jomip","Journal of Medical Investigation and Practice","2787-0170","2787-0162",0,"Inactive Title","Nigeria"
"573",1448,"https://www.ajol.info/index.php/jmls","Journal of Medical Laboratory Science","1116-1043",NA,0,"Inactive Title","Nigeria"
"574",1449,"https://www.ajol.info/index.php/jmms","Journal of Medicine and Medical Sciences","1119-3999",NA,0,"Inactive Title","Nigeria"
"575",1450,"https://www.ajol.info/index.php/jmt","Journal of Medicine in the Tropics","2276-7096",NA,0,"Inactive Title","Nigeria"
"576",1451,"https://www.ajol.info/index.php/jmg","Journal of Mining and Geology","1116-2775",NA,0,"Inactive Title","Nigeria"
"577",1452,"https://www.ajol.info/index.php/jmdmes","Journal of Modeling, Design and Management of Engineering Systems","1596-3497",NA,0,"Inactive Title","Nigeria"
"578",1453,"https://www.ajol.info/index.php/jogeca","Journal of Obstetrics and Gynaecology of Eastern and Central Africa",NA,"1012-8867",0,"Inactive Title","Kenya"
"579",1455,"https://www.ajol.info/index.php/jpa","Journal of Psychology in Africa","1433-0237",NA,0,"Inactive Title","South Africa"
"580",1456,"https://www.ajol.info/index.php/jost","Journal of Science and Technology (Zambia)","1027-4928",NA,0,"Inactive Title","Zambia"
"581",1458,"https://www.ajol.info/index.php/joten","Journal of Technology and Education in Nigeria","1118-5570",NA,0,"Inactive Title","Nigeria"
"582",1460,"https://www.ajol.info/index.php/jgsa","Journal of the Ghana Science Association","0855-3823",NA,0,"Inactive Title","Ghana"
"583",1461,"https://www.ajol.info/index.php/jonamp","Journal of the Nigerian Association of Mathematical Physics","1116-4336",NA,0,"Inactive Title","Nigeria"
"584",1462,"https://www.ajol.info/index.php/jnica","Journal of the Nigerian Infection Control Association","1119-1716",NA,0,"Inactive Title","Nigeria"
"585",1463,"https://www.ajol.info/index.php/ifemed","Journal of the Obafemi Awolowo University Medical Student's Association (IFEMED)","0331-3727",NA,0,"Inactive Title","Nigeria"
"586",1464,"https://www.ajol.info/index.php/jtmb","Journal of Tropical Microbiology and Biotechnology","1607-4106",NA,0,"Inactive Title","Kenya"
"587",1466,"https://www.ajol.info/index.php/kenvet","Kenya Veterinarian","0256-5161",NA,0,"Inactive Title","Kenya"
"588",1467,"https://www.ajol.info/index.php/lhr","Lagos Historical Review","1596-5031",NA,0,"Inactive Title","Nigeria"
"589",1469,"https://www.ajol.info/index.php/lbsmr","LBS Management Review","1118-3713",NA,0,"Inactive Title","Nigeria"
"590",1471,"https://www.ajol.info/index.php/mc","Mathematics Connection","0855-4706",NA,0,"Inactive Title","Ghana"
"591",1472,"https://www.ajol.info/index.php/mjar","Moor Journal of Agricultural Research","1595-4153",NA,0,"Inactive Title","Nigeria"
"592",1473,"https://www.ajol.info/index.php/nejmi","New Egyptian Journal of Microbiology","1687-1219",NA,0,"Inactive Title","Egypt, Arab Rep."
"593",1474,"https://www.ajol.info/index.php/njbm","Nigeria Journal of Business Administration","0794-067X",NA,0,"Inactive Title","Nigeria"
"594",1476,"https://www.ajol.info/index.php/nep","Nigerian Endocrine Practice",NA,"2251-0362",0,"Inactive Title","Nigeria"
"595",1477,"https://www.ajol.info/index.php/njap","Nigerian Journal of Animal Production","0331-2062",NA,0,"Inactive Title","Nigeria"
"596",1478,"https://www.ajol.info/index.php/njccp","Nigerian Journal of Clinical and Counselling Psychology","1118-4035",NA,0,"Inactive Title","Nigeria"
"597",1479,"https://www.ajol.info/index.php/njf","Nigerian Journal of Fisheries","1597-443X",NA,0,"Inactive Title","Nigeria"
"598",1481,"https://www.ajol.info/index.php/njg","Nigerian Journal of Genetics","0189-9686",NA,0,"Inactive Title","Nigeria"
"599",1482,"https://www.ajol.info/index.php/njhbs","Nigerian Journal of Health and Biomedical Sciences","1595-8272",NA,0,"Inactive Title","Nigeria"
"600",1483,"https://www.ajol.info/index.php/njotra","Nigerian Journal of Orthopaedics and Trauma","1596-4582",NA,0,"Inactive Title","Nigeria"
"601",1484,"https://www.ajol.info/index.php/njorl","Nigerian Journal of Otorhinolaryngology",NA,NA,0,"Inactive Title","Nigeria"
"602",1485,"https://www.ajol.info/index.php/njphy","Nigerian Journal of Physics","1595-0611",NA,0,"Inactive Title","Nigeria"
"603",1486,"https://www.ajol.info/index.php/njpsur","Nigerian Journal of Plastic Surgery","0794-9316",NA,0,"Inactive Title","Nigeria"
"604",1487,"https://www.ajol.info/index.php/njpm","Nigerian Journal of Postgraduate Medicine","2006-8530",NA,0,"Inactive Title","Nigeria"
"605",1488,"https://www.ajol.info/index.php/njser","Nigerian Journal of Soil and Environmental Research","1595-6121",NA,0,"Inactive Title","Nigeria"
"606",1489,"https://www.ajol.info/index.php/njss","Nigerian Journal of Soil Science",NA,NA,0,"Inactive Title","Nigeria"
"607",1491,"https://www.ajol.info/index.php/njssci","Nigerian Journal of Surgical Sciences","1116-5898",NA,0,"Inactive Title","Nigeria"
"608",1492,"https://www.ajol.info/index.php/nmr","Nigerian Music Review","1116-428X",NA,0,"Inactive Title","Nigeria"
"609",1493,"https://www.ajol.info/index.php/nqjhm","Nigerian Quarterly Journal of Hospital Medicine","0189-2657",NA,0,"Inactive Title","Nigeria"
"610",1494,"https://www.ajol.info/index.php/oye","OYE: Ogun Journal of Arts","0795-9478",NA,0,"Inactive Title","Nigeria"
"611",1496,"https://www.ajol.info/index.php/pp","Philosophical Papers","0556-8641",NA,0,"Inactive Title","South Africa"
"612",1497,"https://www.ajol.info/index.php/pprj","Plant Products Research Journal","1119-2283",NA,0,"Inactive Title","Nigeria"
"613",1499,"https://www.ajol.info/index.php/rosas","Review of Southern African Studies","1024-4190",NA,0,"Inactive Title","Lesotho"
"614",1500,"https://www.ajol.info/index.php/rbd","Revue Burkinabè de droit","0773-8439",NA,0,"Inactive Title","Burkina Faso"
"615",1501,"https://www.ajol.info/index.php/rist","Revue d'Information Scientifique et Technique","1111-0015",NA,0,"Inactive Title","Algeria"
"616",1502,"https://www.ajol.info/index.php/rmp","Revue de Médecine et de Pharmacie","2410-8936","2226-2903",0,"Inactive Title","Cameroon"
"617",1504,"https://www.ajol.info/index.php/safere","SAFERE: Southern African Feminist Review","1024-9451",NA,0,"Inactive Title","Zimbabwe"
"618",1505,"https://www.ajol.info/index.php/sjvs","Sahel Journal of Veterinary Sciences",NA,"1117-6210",0,"Inactive Title","Nigeria"
"619",1506,"https://www.ajol.info/index.php/smj2","Sahel Medical Journal","1118-8561",NA,0,"Inactive Title","Nigeria"
"620",1509,"https://www.ajol.info/index.php/smedj","Scientific Medical Journal","1110-5607",NA,0,"Inactive Title","Egypt, Arab Rep."
"621",1510,"https://www.ajol.info/index.php/smj","Securities Market Journal","0189-9759",NA,0,"Inactive Title","Nigeria"
"622",1511,"https://www.ajol.info/index.php/sophia","Sophia: An African Journal of Philosophy","1119-443X",NA,0,"Inactive Title","Nigeria"
"623",1512,"https://www.ajol.info/index.php/sajb","South African Journal of Botany","0254-6299",NA,0,"Inactive Title","South Africa"
"624",1513,"https://www.ajol.info/index.php/sajch","South African Journal of Cultural History","1011-3053",NA,0,"Inactive Title","South Africa"
"625",1514,"https://www.ajol.info/index.php/sajhe","South African Journal of Higher Education","1011-3487",NA,0,"Inactive Title","South Africa"
"626",1515,"https://www.ajol.info/index.php/sajpem","South African Journal of Philosophy","0258-0136",NA,0,"Inactive Title","South Africa"
"627",1516,"https://www.ajol.info/index.php/sajps","South African Journal of Plant and Soil","2167-034X","0257-1862",0,"Inactive Title","South Africa"
"628",1519,"https://www.ajol.info/index.php/sset","Sud Sciences et Technologies","0796-5419",NA,0,"Inactive Title","Burkina Faso"
"629",1520,"https://www.ajol.info/index.php/sjd","Sudanese Journal of Dermatology","1815-3941",NA,0,"Inactive Title","Sudan"
"630",1521,"https://www.ajol.info/index.php/tmj","Tanzania Medical Journal","0856-0714",NA,0,"Inactive Title","Tanzania"
"631",1522,"https://www.ajol.info/index.php/ta","Technologies Avancées","1111-0902",NA,0,"Inactive Title","Algeria"
"632",1524,"https://www.ajol.info/index.php/tzsa","Transactions of the Zimbabwe Scientific Association","0254-2765",NA,0,"Inactive Title","Zimbabwe"
"633",1525,"https://www.ajol.info/index.php/tjmr","Tropical Journal of Medical Research","1119-0388",NA,0,"Inactive Title","Nigeria"
"634",1526,"https://www.ajol.info/index.php/uj","Uganda Journal","0041-574X",NA,0,"Inactive Title","Uganda"
"635",1527,"https://www.ajol.info/index.php/uniswa","UNISWA Journal of Agriculture","1021-0873",NA,0,"Inactive Title","Eswatini"
"636",1528,"https://www.ajol.info/index.php/uniswa-rjast","UNISWA Research Journal of Agriculture, Science and Technology","1029-9645",NA,0,"Inactive Title","Eswatini"
"637",1531,"https://www.ajol.info/index.php/wajr","West African Journal of Radiology","1115-3474",NA,0,"Inactive Title","Nigeria"
"638",1533,"https://www.ajol.info/index.php/zjh","Zambezia: The Journal of Humanities of the University of Zimbabwe","0379-0622",NA,0,"Inactive Title","Zimbabwe"
"639",1536,"https://www.ajol.info/index.php/zsn","Zimbabwe Science News","1016-1503",NA,0,"Inactive Title","Zimbabwe"
"640",1558,"https://www.ajol.info/index.php/asumsaj","Abia State University Medical Students' Association Journal","0794-6961",NA,0,"No Stars","Nigeria"
"641",1561,"https://www.ajol.info/index.php/ai","Africa Insight","1995-641X","0256-2804",0,"No Stars","South Africa"
"642",1572,"https://www.ajol.info/index.php/ajlex","African Journal of Livestock Extension","1596-4019",NA,0,"No Stars","Nigeria"
"643",1575,"https://www.ajol.info/index.php/ajps","African Journal of Political Science","1027-0353",NA,0,"No Stars","South Africa"
"644",1577,"https://www.ajol.info/index.php/ajthf","African Journal of Tropical Hydrobiology and Fisheries","0002-0036",NA,0,"No Stars","Uganda"
"645",1588,"https://www.ajol.info/index.php/asab","Annales des Sciences Agronomiques","1659-5009",NA,0,"No Stars","Benin"
"646",1590,"https://www.ajol.info/index.php/bdujl","Bahir Dar University Journal of Law","2709-5827","2306-224X",0,"No Stars","Ethiopia"
"647",1594,"https://www.ajol.info/index.php/bahpa","Bulletin of Animal Health and Production in Africa","0378-9721",NA,0,"No Stars","Kenya"
"648",1595,"https://www.ajol.info/index.php/cajm","Central African Journal of Medicine","0008-9176",NA,0,"No Stars","Zimbabwe"
"649",1596,"https://www.ajol.info/index.php/contjas","Contemporary Journal of African Studies",NA,"2343-6530",0,"No Stars","Ghana"
"650",1601,"https://www.ajol.info/index.php/eassrr","Eastern Africa Social Science Research Review","1684-4173","1027-1775",0,"No Stars","Ethiopia"
"651",1602,"https://www.ajol.info/index.php/ejbmb","Egyptian Journal of Biochemistry and Molecular Biology","1687-1502",NA,0,"No Stars","Egypt, Arab Rep."
"652",1604,"https://www.ajol.info/index.php/esa","Ergonomics SA",NA,"1010-2728",0,"No Stars","South Africa"
"653",1611,"https://www.ajol.info/index.php/gab","Gender and Behaviour","1596-9231",NA,0,"No Stars","Nigeria"
"654",1619,"https://www.ajol.info/index.php/ibjhs","Ibadan Journal of Humanistic Studies",NA,"2141-9744",0,"No Stars","Nigeria"
"655",1621,"https://www.ajol.info/index.php/ifep","IFE PsychologIA","1117-1421",NA,0,"No Stars","Nigeria"
"656",1622,"https://www.ajol.info/index.php/indilinga","Indilinga: African Journal of Indigenous Knowledge Systems","1683-0296",NA,0,"No Stars","South Africa"
"657",1630,"https://www.ajol.info/index.php/jrsul","Journal de la Recherche Scientifique de l’Université de Lomé","2413-354X","1727-8651",0,"No Stars","Togo"
"658",1631,"https://www.ajol.info/index.php/jard","Journal of Agricultural Research and Development","1596-5511",NA,0,"No Stars","Nigeria"
"659",1636,"https://www.ajol.info/index.php/jas","Journal of Aquatic Sciences","0189-8779",NA,0,"No Stars","Nigeria"
"660",1639,"https://www.ajol.info/index.php/jeanh","Journal of East African Natural History","1026-1613","0012-8317",0,"No Stars","Kenya"
"661",1640,"https://www.ajol.info/index.php/jef","Journal of Educational Foundations",NA,"1119-9210",0,"No Stars","Nigeria"
"662",1646,"https://www.ajol.info/index.php/jophas","Journal of Pharmaceutical and Allied Sciences","1596-8499",NA,0,"No Stars","Nigeria"
"663",1649,"https://www.ajol.info/index.php/jorind","Journal of Research in National Development","1596-8308",NA,0,"No Stars","Nigeria"
"664",1650,"https://www.ajol.info/index.php/jsda","Journal of Social Development in Africa","1726-3700","1012-1080",0,"No Stars","Zimbabwe"
"665",1655,"https://www.ajol.info/index.php/marang","Marang: Journal of Language and Literature","1816-7659",NA,0,"No Stars","Botswana"
"666",1666,"https://www.ajol.info/index.php/njeh","Nigerian Journal of Economic History",NA,NA,0,"No Stars","Nigeria"
"667",1668,"https://www.ajol.info/index.php/njfp","Nigerian Journal of Family Practice",NA,"2141-9884",0,"No Stars","Nigeria"
"668",1669,"https://www.ajol.info/index.php/njnpm","Nigerian Journal of Natural Products and Medicine","1118-6267",NA,0,"No Stars","Nigeria"
"669",1670,"https://www.ajol.info/index.php/njpsyc","Nigerian Journal of Psychiatry","0189-1774",NA,0,"No Stars","Nigeria"
"670",1671,"https://www.ajol.info/index.php/njtr","Nigerian Journal of Technological Research",NA,"0795-5111",0,"No Stars","Nigeria"
"671",1672,"https://www.ajol.info/index.php/nmp","Nigerian Medical Practitioner","0189-0964",NA,0,"No Stars","Nigeria"
"672",1673,"https://www.ajol.info/index.php/nslj","Nigerian School Library Journal",NA,"0331-8214",0,"No Stars","Nigeria"
"673",1676,"https://www.ajol.info/index.php/ogf","Obstetrics and Gynaecology Forum","1027-9148","1029-1962",0,"No Stars","South Africa"
"674",1680,"https://www.ajol.info/index.php/sjmrp","Savannah Journal of Medical Research and Practice",NA,"2276-6839",0,"No Stars","Nigeria"
"675",1683,"https://www.ajol.info/index.php/sisa","Shakespeare in Southern Africa","2071-7504","1011-582X",0,"No Stars","South Africa"
"676",1684,"https://www.ajol.info/index.php/sagr","South African Gastroenterology Review","1812-1659",NA,0,"No Stars","South Africa"
"677",1688,"https://www.ajol.info/index.php/tfb","Tropical Freshwater Biology","0795-0101",NA,0,"No Stars","Nigeria"
"678",1689,"https://www.ajol.info/index.php/tjhc","Tropical Journal of Health Sciences","1117-4153",NA,0,"No Stars","Nigeria"
"679",1696,"https://www.ajol.info/index.php/wajpdr","West African Journal of Pharmacology and Drug Research","0303-691X",NA,0,"No Stars","Nigeria"
"680",1698,"https://www.ajol.info/index.php/zvj","Zimbabwe Veterinary Journal","1016-1511",NA,0,"No Stars","Zimbabwe"
"681",1703,"https://www.ajol.info/index.php/anmed","Annals of Nigerian Medicine","0331-3131",NA,0,"Pending","Nigeria"
"682",1705,"https://www.ajol.info/index.php/cajeb","Cameroon Journal of Experimental Biology","1816-0573",NA,0,"Pending","Cameroon"
"683",1709,"https://www.ajol.info/index.php/jaset","Journal of Applied Science, Engineering and Technology","1596-3233",NA,0,"Pending","Nigeria"
"684",1712,"https://www.ajol.info/index.php/janm","Journal of the Association of Nigerian Musicologists","1597-0590",NA,0,"Pending","Nigeria"
"685",1714,"https://www.ajol.info/index.php/ksh","Kiswahili","0023-1886",NA,0,"Pending","Tanzania"
"686",1715,"https://www.ajol.info/index.php/ljlis","Lagos Journal of Library and Information Science","1596-9487",NA,0,"Pending","Nigeria"
"687",1718,"https://www.ajol.info/index.php/mtafiti","Mtafiti Mwafrika (African Researcher)","1607-0011",NA,0,"Pending","Uganda"
"688",1720,"https://www.ajol.info/index.php/nifoj","Nigerian Food Journal","0189-7241",NA,0,"Pending","Nigeria"
"689",1721,"https://www.ajol.info/index.php/nhp","Nigerian Hospital Practice","1597-7889",NA,0,"Pending","Nigeria"
"690",1723,"https://www.ajol.info/index.php/njhs","Nigerian Journal of Horticultural Science","1118-2733",NA,0,"Pending","Nigeria"
"691",1724,"https://www.ajol.info/index.php/njns","Nigerian Journal of Nutritional Sciences","2805-4008","0189-0913",0,"Pending","Nigeria"
"692",1726,"https://www.ajol.info/index.php/jnla","Nigerian Libraries","0029-0122",NA,0,"Pending","Nigeria"
"693",1727,"https://www.ajol.info/index.php/stss","Science et Technique, Sciences de la Santé",NA,"1011-6028",0,"Pending","Burkina Faso"
"694",1729,"https://www.ajol.info/index.php/tjds","Tanzania Journal of Development Studies","2591-6831","0856-9622",0,"Pending","Tanzania"
"695",1731,"https://www.ajol.info/index.php/tv","Tropical Veterinarian","0794-4845",NA,0,"Pending","Nigeria"
"696",1733,"https://www.ajol.info/index.php/merj","Management & Economics Research Journal","2710-8856","2676-184X",0,"Ceased","Algeria"
"697",1372,"https://www.ajol.info/index.php/ajnt","Arab Journal of Nephrology and Transplantation","1858-554X","1858-554X",1,"Inactive Title","Sudan"
"698",1656,"https://www.ajol.info/index.php/mjz","Medical Journal of Zambia",NA,"0047-651X",1,"No Stars","Zambia"
"699",1429,"https://www.ajol.info/index.php/jjs","Journal for Juridical Science",NA,"0258-252X",0,"Inactive Title","South Africa"
"700",1470,"https://www.ajol.info/index.php/msjm","Mary Slessor Journal of Medicine",NA,"1119-409X",0,"Inactive Title","Nigeria"
"701",1713,"https://www.ajol.info/index.php/kcl","Kioo cha Lugha","0856-552X","0856-552X",0,"Pending","Tanzania"
"702",1566,"https://www.ajol.info/index.php/ajbr","African Journal of Biomedical Research",NA,"1119-5096",1,"No Stars","Nigeria"
"703",1569,"https://www.ajol.info/index.php/ajdas","African Journal of Drug and Alcohol Studies","1531-4065",NA,1,"No Stars","Nigeria"
"704",1356,"https://www.ajol.info/index.php/ajem","African Journal of Endocrinology and Metabolism","1116-6495","1116-6495",1,"Inactive Title","Nigeria"
"705",1011,"https://www.ajol.info/index.php/ajest","African Journal of Environmental Science and Technology","1996-0786","1996-0786",1,"1 Star","Nigeria"
"706",1704,"https://www.ajol.info/index.php/aps","Annals of Pediatric Surgery",NA,"1687-4137",1,"Pending","Egypt, Arab Rep."
"707",1592,"https://www.ajol.info/index.php/bajopas","Bayero Journal of Pure and Applied Sciences",NA,"2006-6996",1,"No Stars","Nigeria"
"708",1374,"https://www.ajol.info/index.php/bjpm","Benin Journal of Postgraduate Medicine",NA,"0795-0268",1,"Inactive Title","Nigeria"
"709",1376,"https://www.ajol.info/index.php/boje","Botswana Journal of Economics",NA,"1810-0163",1,"Inactive Title","Botswana"
"710",1386,"https://www.ajol.info/index.php/dmsj","Dar Es Salaam Medical Students' Journal",NA,"0856-7212",1,"Inactive Title","Tanzania"
